"","country","iso3c","WHO_region","income_g","year","pop","pop_name"
"361","Trinidad and Tobago","TTO","AMRO","High income",2023,84323.5,"6-59mo"
"362","Tunisia","TUN","EMRO","Lower middle income",2023,901969,"6-59mo"
"363","Turkey","TUR","EURO","Upper middle income",2023,5746361.5,"6-59mo"
"364","Turkmenistan","TKM","EURO","Upper middle income",2023,804418,"6-59mo"
"365","Uganda","UGA","AFRO","Low income",2023,7938350,"6-59mo"
"366","Ukraine","UKR","EURO","Lower middle income",2023,1304334.5,"6-59mo"
"367","United Arab Emirates","ARE","EMRO","High income",2023,573173.5,"6-59mo"
"368","United Kingdom","GBR","EURO","High income",2023,3591562.5,"6-59mo"
"369","United States of America","USA","AMRO","High income",2023,18643678.5,"6-59mo"
"370","Uruguay","URY","AMRO","High income",2023,175413,"6-59mo"
"371","Uzbekistan","UZB","EURO","Lower middle income",2023,4311489,"6-59mo"
"372","Vanuatu","VUT","WPRO","Lower middle income",2023,43999.5,"6-59mo"
"373","Venezuela","VEN","AMRO","Upper middle income",2023,2123643.5,"6-59mo"
"374","Viet Nam","VNM","WPRO","Lower middle income",2023,7178354.5,"6-59mo"
"375","Yemen","YEM","EMRO","Low income",2023,6294279.5,"6-59mo"
"376","Zambia","ZMB","AFRO","Lower middle income",2023,3151673,"6-59mo"
"377","Zimbabwe","ZWE","AFRO","Lower middle income",2023,2306985,"6-59mo"
"378","Andorra","AND","EURO","High income",2023,2414.5,"6-59mo"
"379","Antigua And Barbuda","ATG","AMRO","High income",2023,5402.5,"6-59mo"
"380","Cook Islands","COK","WPRO","High income",2023,986,"6-59mo"
"381","Marshall Islands","MHL","WPRO","Upper middle income",2023,4287.5,"6-59mo"
"382","Monaco","MCO","EURO","High income",2023,1811.5,"6-59mo"
"383","Nauru","NRU","WPRO","High income",2023,1488.5,"6-59mo"
"384","Niue","NIU",NA,"#/NA",2023,123,"6-59mo"
"385","Palau","PLW","WPRO","High income",2023,983.5,"6-59mo"
"386","Saint Kitts and Nevis","KNA","AMRO","High income",2023,2837,"6-59mo"
"387","San Marino","SMR","EURO","High income",2023,1154.5,"6-59mo"
"388","Tuvalu","TUV","WPRO","Upper middle income",2023,1096.5,"6-59mo"
"389","Afghanistan","AFG","EMRO","Low income",2024,6778382.5,"6-59mo"
"390","Albania","ALB","EURO","Upper middle income",2024,141783.5,"6-59mo"
"391","Algeria","DZA","AFRO","Lower middle income",2024,4632995.5,"6-59mo"
"392","Angola","AGO","AFRO","Lower middle income",2024,6349608.5,"6-59mo"
"393","Argentina","ARG","AMRO","Upper middle income",2024,2603389.5,"6-59mo"
"394","Armenia","ARM","EURO","Upper middle income",2024,176322.5,"6-59mo"
"395","Australia","AUS","WPRO","High income",2024,1535721,"6-59mo"
"396","Austria","AUT","EURO","High income",2024,415211,"6-59mo"
"397","Azerbaijan","AZE","EURO","Upper middle income",2024,654959,"6-59mo"
"398","Bahamas","BHS","AMRO","High income",2024,21789,"6-59mo"
"399","Bahrain","BHR","EMRO","High income",2024,95433,"6-59mo"
"400","Bangladesh","BGD","SEARO","Lower middle income",2024,16694004.5,"6-59mo"
"401","Barbados","BRB","AMRO","High income",2024,15711,"6-59mo"
"402","Belarus","BLR","EURO","Upper middle income",2024,373858,"6-59mo"
"403","Belgium","BEL","EURO","High income",2024,565671.5,"6-59mo"
"404","Belize","BLZ","AMRO","Upper middle income",2024,35487,"6-59mo"
"405","Benin","BEN","AFRO","Lower middle income",2024,2200874.5,"6-59mo"
"406","Bhutan","BTN","SEARO","Lower middle income",2024,48608,"6-59mo"
"407","Bolivia","BOL","AMRO","Lower middle income",2024,1253134,"6-59mo"
"408","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2024,126762.5,"6-59mo"
"409","Botswana","BWA","AFRO","Upper middle income",2024,297354.5,"6-59mo"
"410","Brazil","BRA","AMRO","Upper middle income",2024,13095598,"6-59mo"
"411","Brunei Darussalam","BRN","WPRO","High income",2024,31235,"6-59mo"
"412","Bulgaria","BGR","EURO","Upper middle income",2024,307196.5,"6-59mo"
"413","Burkina Faso","BFA","AFRO","Low income",2024,3360280.5,"6-59mo"
"414","Burundi","BDI","AFRO","Low income",2024,2186590.5,"6-59mo"
"415","Cambodia","KHM","WPRO","Lower middle income",2024,1800432.5,"6-59mo"
"416","Cameroon","CMR","AFRO","Lower middle income",2024,4443698,"6-59mo"
"417","Canada","CAN","AMRO","High income",2024,1881781,"6-59mo"
"418","Cape Verde","CPV","AFRO","Lower middle income",2024,35834,"6-59mo"
"419","Central African Republic","CAF","AFRO","Low income",2024,989276.5,"6-59mo"
"420","Chad","TCD","AFRO","Low income",2024,3688334,"6-59mo"
"421","Chile","CHL","AMRO","High income",2024,937503.5,"6-59mo"
"422","China","CHN","WPRO","Upper middle income",2024,51957550,"6-59mo"
"423","Colombia","COL","AMRO","Upper middle income",2024,3548995.5,"6-59mo"
"424","Comoros","COM","AFRO","Lower middle income",2024,114918,"6-59mo"
"425","Congo","COG","AFRO","Lower middle income",2024,897373,"6-59mo"
"426","Costa Rica","CRI","AMRO","Upper middle income",2024,270552.5,"6-59mo"
"427","Côte d'Ivoire","CIV","AFRO","Lower middle income",2024,4637010,"6-59mo"
"428","Croatia","HRV","EURO","High income",2024,166117.5,"6-59mo"
"429","Cuba","CUB","AMRO","Upper middle income",2024,487564,"6-59mo"
"430","Cyprus","CYP","EURO","High income",2024,74474.5,"6-59mo"
"431","Czech Republic","CZE","EURO","High income",2024,518270.5,"6-59mo"
"432","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2024,1704274.5,"6-59mo"
"433","Democratic Republic of the Congo","COD","AFRO","Low income",2024,19792561.5,"6-59mo"
"434","Denmark","DNK","EURO","High income",2024,306197.5,"6-59mo"
"435","Djibouti","DJI","EMRO","Lower middle income",2024,114873,"6-59mo"
"436","Dominica","DMA","AMRO","Upper middle income",2024,3602.5,"6-59mo"
"437","Dominican Republic","DOM","AMRO","Upper middle income",2024,993054.5,"6-59mo"
"438","Ecuador","ECU","AMRO","Upper middle income",2024,1375378.5,"6-59mo"
"439","Egypt","EGY","EMRO","Lower middle income",2024,11781335,"6-59mo"
"440","El Salvador","SLV","AMRO","Upper middle income",2024,492167,"6-59mo"
"441","Equatorial Guinea","GNQ","AFRO","Upper middle income",2024,255743,"6-59mo"
"442","Eritrea","ERI","AFRO","Low income",2024,467980.5,"6-59mo"
"443","Estonia","EST","EURO","High income",2024,62912,"6-59mo"
"444","Eswatini","SWZ","AFRO","Lower middle income",2024,141472,"6-59mo"
"445","Ethiopia","ETH","AFRO","Low income",2024,19390797,"6-59mo"
"446","Fiji","FJI","WPRO","Upper middle income",2024,81716.5,"6-59mo"
"447","Finland","FIN","EURO","High income",2024,234197.5,"6-59mo"
"448","France","FRA","EURO","High income",2024,3354861.5,"6-59mo"
"449","Gabon","GAB","AFRO","Upper middle income",2024,332418.5,"6-59mo"
"450","Gambia","GMB","AFRO","Low income",2024,388064.5,"6-59mo"
"451","Georgia","GEO","EURO","Upper middle income",2024,232720.5,"6-59mo"
"452","Germany","DEU","EURO","High income",2024,3830022.5,"6-59mo"
"453","Ghana","GHA","AFRO","Lower middle income",2024,4249501,"6-59mo"
"454","Greece","GRC","EURO","High income",2024,376467,"6-59mo"
"455","Grenada","GRD","AMRO","Upper middle income",2024,6885,"6-59mo"
"456","Guatemala","GTM","AMRO","Upper middle income",2024,1858096,"6-59mo"
"457","Guinea","GIN","AFRO","Lower middle income",2024,2220484.5,"6-59mo"
"458","Guinea-Bissau","GNB","AFRO","Low income",2024,300164,"6-59mo"
"459","Guyana","GUY","AMRO","High income",2024,82078,"6-59mo"
"460","Haiti","HTI","AMRO","Lower middle income",2024,1230314,"6-59mo"
"461","Honduras","HND","AMRO","Lower middle income",2024,1143278.5,"6-59mo"
"462","Hungary","HUN","EURO","High income",2024,455078.5,"6-59mo"
"463","Iceland","ISL","EURO","High income",2024,23355,"6-59mo"
"464","India","IND","SEARO","Lower middle income",2024,113658131,"6-59mo"
"465","Indonesia","IDN","SEARO","Upper middle income",2024,22222705.5,"6-59mo"
"466","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2024,6014437.5,"6-59mo"
"467","Iraq","IRQ","EMRO","Upper middle income",2024,5610306,"6-59mo"
"468","Ireland","IRL","EURO","High income",2024,287390,"6-59mo"
"469","Israel","ISR","EURO","High income",2024,871060.5,"6-59mo"
"470","Italy","ITA","EURO","High income",2024,2027391,"6-59mo"
"471","Jamaica","JAM","AMRO","Upper middle income",2024,163340.5,"6-59mo"
"472","Japan","JPN","WPRO","High income",2024,4013335,"6-59mo"
"473","Jordan","JOR","EMRO","Lower middle income",2024,1153923.5,"6-59mo"
"474","Kazakhstan","KAZ","EURO","Upper middle income",2024,2112755.5,"6-59mo"
"475","Kenya","KEN","AFRO","Lower middle income",2024,7110205,"6-59mo"
"476","Kiribati","KIR","WPRO","Lower middle income",2024,16268,"6-59mo"
"477","Korea, Republic of","KOR","WPRO","High income",2024,1282533.5,"6-59mo"
"478","Kuwait","KWT","EMRO","High income",2024,264790.5,"6-59mo"
"479","Kyrgyzstan","KGZ","EURO","Lower middle income",2024,768283.5,"6-59mo"
"480","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2024,791700.5,"6-59mo"
"481","Latvia","LVA","EURO","High income",2024,82220,"6-59mo"
"482","Lebanon","LBN","EMRO","Lower middle income",2024,454169.5,"6-59mo"
"483","Lesotho","LSO","AFRO","Lower middle income",2024,263353,"6-59mo"
"484","Liberia","LBR","AFRO","Low income",2024,781517.5,"6-59mo"
"485","Libya","LBY","EMRO","Upper middle income",2024,631539,"6-59mo"
"486","Lithuania","LTU","EURO","High income",2024,122226.5,"6-59mo"
"487","Luxembourg","LUX","EURO","High income",2024,34614,"6-59mo"
"488","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2024,91268,"6-59mo"
"489","Madagascar","MDG","AFRO","Low income",2024,4656107,"6-59mo"
"490","Malawi","MWI","AFRO","Low income",2024,3129693,"6-59mo"
"491","Malaysia","MYS","WPRO","Upper middle income",2024,2223163,"6-59mo"
"492","Maldives","MDV","SEARO","Upper middle income",2024,29679.5,"6-59mo"
"493","Mali","MLI","AFRO","Low income",2024,4248418,"6-59mo"
"494","Malta","MLT","EURO","High income",2024,22063.5,"6-59mo"
"495","Mauritania","MRT","AFRO","Lower middle income",2024,814441.5,"6-59mo"
"496","Mauritius","MUS","AFRO","Upper middle income",2024,59846.5,"6-59mo"
"497","Mexico","MEX","AMRO","Upper middle income",2024,10220973,"6-59mo"
"498","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2024,12103,"6-59mo"
"499","Moldova, Republic of","MDA","EURO","Upper middle income",2024,169594,"6-59mo"
"500","Mongolia","MNG","WPRO","Lower middle income",2024,341275.5,"6-59mo"
"501","Montenegro","MNE","EURO","Upper middle income",2024,36620,"6-59mo"
"502","Morocco","MAR","EMRO","Lower middle income",2024,3145744,"6-59mo"
"503","Mozambique","MOZ","AFRO","Low income",2024,5784891.5,"6-59mo"
"504","Myanmar","MMR","SEARO","Lower middle income",2024,4399001,"6-59mo"
"505","Namibia","NAM","AFRO","Upper middle income",2024,405810.5,"6-59mo"
"506","Nepal","NPL","SEARO","Lower middle income",2024,2763372,"6-59mo"
"507","Netherlands","NLD","EURO","High income",2024,892471,"6-59mo"
"508","New Zealand","NZL","WPRO","High income",2024,298248,"6-59mo"
"509","Nicaragua","NIC","AMRO","Lower middle income",2024,654757,"6-59mo"
"510","Niger","NER","AFRO","Low income",2024,4782869.5,"6-59mo"
"511","Nigeria","NGA","AFRO","Lower middle income",2024,33829090,"6-59mo"
"512","Norway","NOR","EURO","High income",2024,275298,"6-59mo"
"513","Oman","OMN","EMRO","High income",2024,426877.5,"6-59mo"
"514","Pakistan","PAK","EMRO","Lower middle income",2024,31988331,"6-59mo"
"515","Panama","PAN","AMRO","High income",2024,355848.5,"6-59mo"
"516","Papua New Guinea","PNG","SEARO","Lower middle income",2024,1233054.5,"6-59mo"
"517","Paraguay","PRY","AMRO","Upper middle income",2024,676121,"6-59mo"
"518","Peru","PER","AMRO","Upper middle income",2024,2685247,"6-59mo"
"519","Philippines","PHL","WPRO","Lower middle income",2024,9174078.5,"6-59mo"
"520","Poland","POL","EURO","High income",2024,1682023.5,"6-59mo"
"521","Portugal","PRT","EURO","High income",2024,425637,"6-59mo"
"522","Qatar","QAT","EMRO","High income",2024,155361.5,"6-59mo"
"523","Romania","ROU","EURO","High income",2024,930164,"6-59mo"
"524","Russian Federation","RUS","EURO","Upper middle income",2024,6904197.5,"6-59mo"
"525","Rwanda","RWA","AFRO","Low income",2024,1894318.5,"6-59mo"
"526","Saint Lucia","LCA","AMRO","Upper middle income",2024,10117,"6-59mo"
"527","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2024,6159.5,"6-59mo"
"528","Samoa","WSM","WPRO","Lower middle income",2024,27551,"6-59mo"
"529","Sao Tome And Principe","STP","AFRO","Lower middle income",2024,31173.5,"6-59mo"
"530","Saudi Arabia","SAU","EMRO","High income",2024,2648342.5,"6-59mo"
"531","Senegal","SEN","AFRO","Lower middle income",2024,2494092,"6-59mo"
"532","Serbia","SRB","EURO","Upper middle income",2024,308614.5,"6-59mo"
"533","Seychelles","SYC","AFRO","High income",2024,8899,"6-59mo"
"534","Sierra Leone","SLE","AFRO","Low income",2024,1172897,"6-59mo"
"535","Singapore","SGP","WPRO","High income",2024,232457,"6-59mo"
"536","Slovakia","SVK","EURO","High income",2024,274041,"6-59mo"
"537","Slovenia","SVN","EURO","High income",2024,93783,"6-59mo"
"538","Solomon Islands","SLB","WPRO","Lower middle income",2024,104677,"6-59mo"
"539","Somalia","SOM","EMRO","Low income",2024,3500192.5,"6-59mo"
"540","South Africa","ZAF","AFRO","Upper middle income",2024,5906653,"6-59mo"
"541","South Sudan","SSD","AFRO","Low income",2024,1543592.5,"6-59mo"
"542","Spain","ESP","EURO","High income",2024,1728161.5,"6-59mo"
"543","Sri Lanka","LKA","SEARO","Lower middle income",2024,1621487,"6-59mo"
"544","Sudan","SDN","EMRO","Low income",2024,7639107.5,"6-59mo"
"545","Suriname","SUR","AMRO","Upper middle income",2024,53354.5,"6-59mo"
"546","Sweden","SWE","EURO","High income",2024,548128.5,"6-59mo"
"547","Switzerland","CHE","EURO","High income",2024,431137,"6-59mo"
"548","Syrian Arab Republic","SYR","EMRO","Low income",2024,2455087.5,"6-59mo"
"549","Tajikistan","TJK","EURO","Lower middle income",2024,1330647,"6-59mo"
"550","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2024,11019932,"6-59mo"
"551","Thailand","THA","SEARO","Upper middle income",2024,3031051,"6-59mo"
"552","Timor-Leste","TLS","SEARO","Lower middle income",2024,152154,"6-59mo"
"553","Togo","TGO","AFRO","Low income",2024,1356700,"6-59mo"
"554","Tonga","TON","WPRO","Upper middle income",2024,11711.5,"6-59mo"
"555","Trinidad and Tobago","TTO","AMRO","High income",2024,82570,"6-59mo"
"556","Tunisia","TUN","EMRO","Lower middle income",2024,866620,"6-59mo"
"557","Turkey","TUR","EURO","Upper middle income",2024,5530025.5,"6-59mo"
"558","Turkmenistan","TKM","EURO","Upper middle income",2024,793141.5,"6-59mo"
"559","Uganda","UGA","AFRO","Low income",2024,8067349,"6-59mo"
"560","Ukraine","UKR","EURO","Lower middle income",2024,1260607,"6-59mo"
"561","United Arab Emirates","ARE","EMRO","High income",2024,581195.5,"6-59mo"
"562","United Kingdom","GBR","EURO","High income",2024,3548236.5,"6-59mo"
"563","United States of America","USA","AMRO","High income",2024,18549120,"6-59mo"
"564","Uruguay","URY","AMRO","High income",2024,170458.5,"6-59mo"
"565","Uzbekistan","UZB","EURO","Lower middle income",2024,4451314.5,"6-59mo"
"566","Vanuatu","VUT","WPRO","Lower middle income",2024,44130,"6-59mo"
"567","Venezuela","VEN","AMRO","Upper middle income",2024,2088997,"6-59mo"
"568","Viet Nam","VNM","WPRO","Lower middle income",2024,7057664,"6-59mo"
"569","Yemen","YEM","EMRO","Low income",2024,6442747,"6-59mo"
"570","Zambia","ZMB","AFRO","Lower middle income",2024,3203612,"6-59mo"
"571","Zimbabwe","ZWE","AFRO","Lower middle income",2024,2333051,"6-59mo"
"572","Andorra","AND","EURO","High income",2024,2516.5,"6-59mo"
"573","Antigua And Barbuda","ATG","AMRO","High income",2024,5488.5,"6-59mo"
"574","Cook Islands","COK","WPRO","High income",2024,893,"6-59mo"
"575","Marshall Islands","MHL","WPRO","Upper middle income",2024,4032,"6-59mo"
"576","Monaco","MCO","EURO","High income",2024,1814,"6-59mo"
"577","Nauru","NRU","WPRO","High income",2024,1479.5,"6-59mo"
"578","Niue","NIU",NA,"#/NA",2024,123,"6-59mo"
"579","Palau","PLW","WPRO","High income",2024,971.5,"6-59mo"
"580","Saint Kitts and Nevis","KNA","AMRO","High income",2024,2794.5,"6-59mo"
"581","San Marino","SMR","EURO","High income",2024,1098.5,"6-59mo"
"582","Tuvalu","TUV","WPRO","Upper middle income",2024,1061.5,"6-59mo"
"583","Afghanistan","AFG","EMRO","Low income",2025,6897832.5,"6-59mo"
"584","Albania","ALB","EURO","Upper middle income",2025,138029,"6-59mo"
"585","Algeria","DZA","AFRO","Lower middle income",2025,4504566,"6-59mo"
"586","Angola","AGO","AFRO","Lower middle income",2025,6476088,"6-59mo"
"587","Argentina","ARG","AMRO","Upper middle income",2025,2533045.5,"6-59mo"
"588","Armenia","ARM","EURO","Upper middle income",2025,172660.5,"6-59mo"
"589","Australia","AUS","WPRO","High income",2025,1548467.5,"6-59mo"
"590","Austria","AUT","EURO","High income",2025,405716,"6-59mo"
"591","Azerbaijan","AZE","EURO","Upper middle income",2025,630394,"6-59mo"
"592","Bahamas","BHS","AMRO","High income",2025,21762,"6-59mo"
"593","Bahrain","BHR","EMRO","High income",2025,97300,"6-59mo"
"594","Bangladesh","BGD","SEARO","Lower middle income",2025,16831403.5,"6-59mo"
"595","Barbados","BRB","AMRO","High income",2025,15630,"6-59mo"
"596","Belarus","BLR","EURO","Upper middle income",2025,352562,"6-59mo"
"597","Belgium","BEL","EURO","High income",2025,551251,"6-59mo"
"598","Belize","BLZ","AMRO","Upper middle income",2025,35704.5,"6-59mo"
"599","Benin","BEN","AFRO","Lower middle income",2025,2227865,"6-59mo"
"600","Bhutan","BTN","SEARO","Lower middle income",2025,48777.5,"6-59mo"
"601","Bolivia","BOL","AMRO","Lower middle income",2025,1255702.5,"6-59mo"
"602","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2025,123442.5,"6-59mo"
"603","Botswana","BWA","AFRO","Upper middle income",2025,299676,"6-59mo"
"604","Brazil","BRA","AMRO","Upper middle income",2025,12879996.5,"6-59mo"
"605","Brunei Darussalam","BRN","WPRO","High income",2025,30999.5,"6-59mo"
"606","Bulgaria","BGR","EURO","Upper middle income",2025,306574,"6-59mo"
"607","Burkina Faso","BFA","AFRO","Low income",2025,3386805.5,"6-59mo"
"608","Burundi","BDI","AFRO","Low income",2025,2202889.5,"6-59mo"
"609","Cambodia","KHM","WPRO","Lower middle income",2025,1781459.5,"6-59mo"
"610","Cameroon","CMR","AFRO","Lower middle income",2025,4497815.5,"6-59mo"
"611","Canada","CAN","AMRO","High income",2025,1891853,"6-59mo"
"612","Cape Verde","CPV","AFRO","Lower middle income",2025,32873,"6-59mo"
"613","Central African Republic","CAF","AFRO","Low income",2025,1038064,"6-59mo"
"614","Chad","TCD","AFRO","Low income",2025,3827329.5,"6-59mo"
"615","Chile","CHL","AMRO","High income",2025,907584.5,"6-59mo"
"616","China","CHN","WPRO","Upper middle income",2025,47520141.5,"6-59mo"
"617","Colombia","COL","AMRO","Upper middle income",2025,3535711.5,"6-59mo"
"618","Comoros","COM","AFRO","Lower middle income",2025,115694,"6-59mo"
"619","Congo","COG","AFRO","Lower middle income",2025,910342,"6-59mo"
"620","Costa Rica","CRI","AMRO","Upper middle income",2025,261374.5,"6-59mo"
"621","Côte d'Ivoire","CIV","AFRO","Lower middle income",2025,4684557.5,"6-59mo"
"622","Croatia","HRV","EURO","High income",2025,163275,"6-59mo"
"623","Cuba","CUB","AMRO","Upper middle income",2025,474743,"6-59mo"
"624","Cyprus","CYP","EURO","High income",2025,74500.5,"6-59mo"
"625","Czech Republic","CZE","EURO","High income",2025,484245.5,"6-59mo"
"626","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2025,1692959.5,"6-59mo"
